,no,case_number,type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,image
532,611,2021-15(1),아파트,서울특별시,도봉구,방학동,271-1,21동,8.0,808,신동아아파트,서울특별시 도봉구 방학동 271-1 신동아아파트 제21동 제8층 제808호,2022-02-23,100,배당종결,0,94,94,101,108,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/15/88603.jpg
533,612,2019-1868(1),아파트,서울특별시,용산구,이촌동,301-162,,3.0,301,건축물대장상:현대맨숀,서울특별시 용산구 이촌동 301-162 현대아파트(건축물대장상:현대맨숀) 제나동 제3층 제301호,2022-02-22,80,배당종결,1,1,928,938,81,1,http://img1.speedauction.co.kr/new_gamimg/2019/A03/2019/1868/155669.jpg
534,613,2021-52425(1),아파트,서울특별시,서대문구,홍은동,394-1,,5.0,502,,서울특별시 서대문구 홍은동 394-1 신원지벤스타 제5층 제502호,2022-02-22,100,배당종결,0,725,725,810,112,3,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/52425/18964_AUTO_46.jpg
535,614,2020-7276(1),아파트,서울특별시,구로구,신도림동,646,1107동,10.0,1002,편한세상아파트,서울특별시 구로구 신도림동 646 신도림4차이-편한세상아파트 제1107동 제10층 제1002호,2022-02-16,64,배당종결,2,804,514,607,76,5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7276/79360.jpg
536,615,2021-103174(1),아파트,서울특별시,성북구,정릉동,1028,102동,7.0,701,,서울특별시 성북구 정릉동 1028 정릉이편한세상 제102동 제7층 제701호,2022-02-16,80,배당종결,1,820,656,783,96,8,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/103174/16770_AUTO_287.jpg
537,616,2021-52500(2),아파트,서울특별시,용산구,이촌동,302-28,,8.0,801,,서울특별시 용산구 이촌동 302-28 타워맨션 제8층 제801호,2022-02-15,100,배당종결,0,2,2,2,102,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52500/122222.jpg
538,617,2020-5182(1),아파트,서울특별시,서초구,서초동,1496-24,,5.0,502,,"서울특별시 서초구 서초동 1496-24 트라움하우스3 제4,5층 제502호",2022-02-15,64,배당종결,2,5,3,4,74,4,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/5182/20247.jpg
539,618,2020-6628(1),아파트,서울특별시,서초구,잠원동,161,101동,20.0,2003,,서울특별시 서초구 잠원동 161 래미안신반포리오센트 제101동 제20층 제2003호,2022-02-15,100,배당종결,0,2,2,2,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/6628/121396.jpg
540,619,2021-52692(1),아파트,서울특별시,은평구,신사동,200-16,,3.0,302,명남아파트,서울특별시 은평구 신사동 200-16외 1필지 명남아파트 제3층 제302호,2022-02-15,100,배당종결,0,285,285,297,104,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52692/122799.jpg
541,620,2020-110915(1),아파트,서울특별시,도봉구,창동,45,103동,19.0,1901,삼성아파트,서울특별시 도봉구 창동 45 삼성아파트 제103동 제19층 제1901호,2022-02-15,100,배당종결,0,750,750,777,104,3,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/110915/48239.jpg
542,621,2019-1729(1),아파트,서울특별시,송파구,가락동,1-10,,4.0,402,,서울특별시 송파구 가락동 1-10외 2필지 가락동현대빌라트 제4층 제402호,2022-02-14,100,배당종결,0,762,762,1,145,24,http://img1.speedauction.co.kr/new_gamimg/2020/A02/2019/1729/04_1583712514.gif
543,622,2016-104804(14),아파트,서울특별시,금천구,독산동,,,,,푸른터,"서울특별시 금천구 남부순환로120길 23, 제7층 제703호 (독산동,푸른터)",2022-02-09,80,매각,1,418,334,430,103,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2016/104804/03445_AUTO_86.jpg
544,623,2016-104804(15),아파트,서울특별시,금천구,독산동,,,,,푸른터,"서울특별시 금천구 남부순환로120길 23, 제5층 제501호 (독산동,푸른터)",2022-02-09,80,매각,1,416,332,420,101,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2016/104804/03445_AUTO_86.jpg
545,624,2016-104804(16),아파트,서울특별시,금천구,독산동,,,,,푸른터,"서울특별시 금천구 남부순환로120길 23, 제5층 제502호 (독산동,푸른터)",2022-02-09,80,매각,1,392,313,431,110,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2016/104804/03445_AUTO_86.jpg
546,625,2021-103447(1),아파트,서울특별시,양천구,목동,70,226동,3.0,303,목동신시가지아파트,"서울특별시 양천구 목동서로 70, 제226동 제3층 제303호 (목동, 목동신시가지아파트)",2022-02-08,80,배당종결,1,1,1,1,81,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103447/211913.jpg
547,626,2021-100700(1),아파트,서울특별시,성북구,하월곡동,222,125동,3.0,304,월곡두산위브아파트,서울특별시 성북구 하월곡동 222 월곡두산위브아파트 제125동 제3층 제304호,2022-02-08,80,배당종결,1,866,692,841,97,12,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/100700/160269.jpg
548,627,2019-2934(1),아파트,서울특별시,서초구,방배동,482-4,,1.0,102,,서울특별시 서초구 방배동 482-4 청광아트빌14차 제1층 제102호,2022-02-03,100,배당종결,0,1,1,1,127,18,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/2934/5584.jpg
549,628,2019-2934(2),아파트,서울특별시,서초구,방배동,482-4,,2.0,202,,서울특별시 서초구 방배동 482-4 청광아트빌14차 제2층 제202호,2022-02-03,100,배당종결,0,1,1,1,119,10,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/2934/5584.jpg
550,629,2020-108890(1),아파트,서울특별시,서초구,서초동,1445-4,,12.0,1206,,서울특별시 서초구 서초동 1445-4 래미안서초유니빌 제12층 제1206호,2022-01-26,100,배당종결,0,395,395,458,116,6,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/108890/47653.jpg
551,630,2021-102239(1),아파트,서울특별시,영등포구,신길동,769-1,101동,6.0,604,한성아파트,서울특별시 영등포구 신길동 769-1외 1필지 한성아파트 제101동 제6층 제604호,2022-01-26,80,배당종결,1,351,280,308,88,4,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102239/162921.jpg
552,631,2021-104778(1),아파트,서울특별시,강서구,방화동,871,102동,5.0,504,방신서광아파트,서울특별시 강서구 방화동 871 방신서광아파트 제102동 제5층 제504호,2022-01-26,100,배당종결,0,672,672,765,114,6,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/104778/49437.jpg
553,632,2021-790(1),아파트,서울특별시,마포구,용강동,508,102동,9.0,902,,서울특별시 마포구 용강동 508 이편한세상마포리버파크 제102동 제9층 제902호,2022-01-25,64,배당종결,2,340,217,272,80,8,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/790/52213_AUTO_526.jpg
554,633,2021-1038(1),아파트,서울특별시,서대문구,홍은동,393-1,,3.0,302,,서울특별시 서대문구 홍은동 393-1 신원지벤스타 제3층 제302호,2022-01-25,80,배당종결,1,846,676,870,103,24,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/1038/57889_AUTO_103.jpg
555,634,2021-102765(1),아파트,서울특별시,영등포구,양평동,6,101동,8.0,807,한솔아파트,서울특별시 영등포구 양평동6가 99 한솔아파트 제101동 제8층 제807호,2022-01-25,80,매각,1,921,736,833,90,5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102765/153205.jpg
556,635,2021-916(1),아파트,서울특별시,노원구,1101동,3,,,310,상계주공아파트,"서울특별시 노원구 동일로227길 25, 1101동 3층310호 (상계동,상계주공아파트)",2022-01-25,100,배당종결,0,630,630,632,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/916/28683.jpg
557,636,2021-105931(1),아파트,서울특별시,영등포구,영등포동,1,,11.0,1106,,서울특별시 영등포구 영등포동1가 75-4 메트로가든 제11층 제1106호,2022-01-19,64,배당종결,2,148,94,111,76,7,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105931/168703.jpg
558,637,2020-5464(1),아파트,서울특별시,강북구,미아동,1353,121동,14.0,1404,에스케이북한산시티아파트,서울특별시 강북구 미아동 1353 에스케이북한산시티아파트 제121동 제14층 제1404호,2022-01-19,100,배당종결,0,675,675,721,107,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5464/296952.jpg
559,638,2021-224(1),아파트,서울특별시,광진구,광장동,148-4,101동,3.0,312,,서울특별시 광진구 광장동 148-4외 1필지 워커힐푸르지오 제101동 제3층 제312호,2022-01-17,100,배당종결,0,892,892,901,101,2,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/224/24670.jpg
560,639,2020-101929(1),아파트,서울특별시,서초구,서초동,1491-14,,4.0,402,,서울특별시 서초구 서초동 1491-14 상지리츠빌서초5차 제4층 제402호,2022-01-12,80,배당종결,1,1,1,1,101,12,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/101929/149585.jpg
561,640,2020-6475(1),아파트,서울특별시,동작구,상도동,527,108동,13.0,1302,,서울특별시 동작구 상도동 527 브라운스톤 상도 제108동 제13층 제1302호,2022-01-11,100,배당종결,0,1,1,1,106,4,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/6475/143085.jpg
562,641,2020-56918(1),아파트,서울특별시,마포구,공덕동,467,,15.0,1502,,서울특별시 마포구 공덕동 467 롯데캐슬프레지던트 제15층 제에이-1502호,2022-01-11,80,배당종결,1,2,1,2,99,4,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/56918/46254_AUTO_428.jpg
563,642,2021-104846(1),아파트,서울특별시,금천구,독산동,1147,109동,21.0,2104,,서울특별시 금천구 독산동 1147 금천롯데캐슬골드파크1차 제109동 제21층 제2104호,2022-01-11,80,배당종결,1,1,996,1,87,5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/104846/20886_AUTO_420.jpg
564,643,2020-3271(1),아파트,서울특별시,송파구,방이동,217,1동,4.0,401,대림아파트,서울특별시 송파구 방이동 217 대림아파트 제1동 제4층 제401호,2022-01-10,100,배당종결,0,1,1,2,127,6,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/3271/213737.jpg
565,644,2020-106351(1),아파트,서울특별시,강남구,도곡동,467,,58.0,5806,,서울특별시 강남구 도곡동 467 타워팰리스 제비동 제58층 제5806호,2021-12-30,100,배당종결,0,2,2,3,113,2,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/106351/14868_AUTO_21.jpg
566,645,2021-103614(1),아파트,서울특별시,강서구,화곡동,918-14,,7.0,702,도양라비앙아파트,서울특별시 강서구 화곡동 918-14 도양라비앙아파트 제7층 제702호,2021-12-22,80,배당종결,1,386,308,341,89,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103614/151286.jpg
567,646,2020-7309(1),아파트,서울특별시,노원구,중계동,361-1,108동,2.0,206,롯데아파트,서울특별시 노원구 중계동 361-1 롯데아파트 제108동 제2층 제206호,2021-12-22,80,배당종결,1,1,1,1,80,1,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/7309/108103.jpg
568,647,2020-111246(1),아파트,서울특별시,성북구,돈암동,609-1,208동,9.0,904,한진아파트,서울특별시 성북구 돈암동 609-1 한진아파트 제208동 제9층 제904호,2021-12-22,100,배당종결,0,768,768,893,116,8,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/111246/170085.jpg
569,648,2020-110121(1),아파트,서울특별시,동작구,사당동,105,205동,8.0,807,사당우성아파트,서울특별시 동작구 사당동 105외 1필지 사당우성아파트 제205동 제8층 제807호 ,2021-12-21,100,배당종결,0,1,1,1,111,7,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/110121/146477.jpg
570,649,2021-51170(1),아파트,서울특별시,은평구,역촌동,36-14,,7.0,701,예청아파트,서울특별시 은평구 역촌동 36-14외 1필지 예청아파트 제7층 제701호,2021-12-21,80,배당종결,1,481,384,472,98,4,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51170/34812_AUTO_509.jpg
571,650,2021-51798(1),아파트,서울특별시,서대문구,홍은동,455,115동,4.0,401,홍은벽산아파트,서울특별시 서대문구 홍은동 455 홍은벽산아파트 제115동 제4층 제401호,2021-12-21,80,배당종결,1,770,616,726,94,6,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51798/98352.jpg
572,651,2021-101144(1),아파트,서울특별시,양천구,목동,961,203동,5.0,502,,서울특별시 양천구 목동 961외 1필지 목동현대 하이페리온2 제203동 제5층 제502호,2021-12-21,80,배당종결,1,408,326,326,80,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/101144/133131.jpg
573,652,2021-52058(1),아파트,서울특별시,성동구,금호동,2,102동,14.0,1404,,서울특별시 성동구 금호동2가 1 신금호파크자이 제102동 제14층 제1404호,2021-12-20,80,배당종결,1,1,1,1,83,4,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/52058/415833.jpg
574,653,2021-50764(1),아파트,서울특별시,서대문구,남가좌동,345-4,,2.0,208,가재울백련아파트,서울특별시 서대문구 남가좌동 345-4 가재울백련아파트 제2층 제208호,2021-12-14,100,배당종결,0,311,311,324,104,1,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/50764/57239_AUTO_27.jpg
575,654,2021-52166(1),아파트,서울특별시,마포구,공덕동,30-10,,17.0,1703,,서울특별시 마포구 공덕동 30-10외 2필지 솔리스타 제17층 제1703호,2021-12-14,100,배당종결,0,360,360,381,106,1,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/52166/110239.jpg
576,655,2021-2544(1),아파트,서울특별시,금천구,가산동,141-2,,13.0,1312,,서울특별시 금천구 가산동 141-2외 6필지 가산양우내안애애플 제13층 제1312호,2021-12-08,80,배당종결,1,126,100,105,83,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/2544/108370.jpg
577,656,2020-110329(1),아파트,서울특별시,관악구,109동,12,,,1201,현대아파트,"서울특별시 관악구 관악로 304, 109동 12층1201호 (봉천동,현대아파트)",2021-12-07,100,배당종결,0,760,760,831,109,3,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/110329/30251_AUTO_140.jpg
578,657,2020-55205(1),아파트,서울특별시,마포구,상암동,1743,1206동,14.0,1403,,서울특별시 마포구 상암동 1743 상암월드컵파크12단지 제1206동 제14층 제1403호,2021-12-07,80,배당종결,1,566,452,521,92,4,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/55205/24530.jpg
579,658,2021-745(1),아파트,서울특별시,마포구,망원동,515,101동,6.0,605,한강월드컵아파트,서울특별시 마포구 망원동 515 한강월드컵아파트 제101동 제6층 제605호,2021-12-07,100,배당종결,0,311,311,460,148,7,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/745/61899.jpg
580,659,2020-101356(1),아파트,서울특별시,서초구,반포동,88-4,,2.0,202,,서울특별시 서초구 반포동 88-4 서래아르드빌 제2층 제202호,2021-11-25,64,배당종결,2,1,1,1,67,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/101356/21310.jpg
581,660,2021-296(1),아파트,서울특별시,구로구,구로동,748-24,,4.0,402,,서울특별시 구로구 구로동 748-24외 4필지 은진빌라 제4층 제402호,2021-11-24,100,배당종결,0,177,177,233,132,3,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/296/179715.jpg
582,661,2021-103232(1),아파트,서울특별시,영등포구,양평동,1,101동,12.0,1207,삼환아파트,서울특별시 영등포구 양평동1가 245 삼환아파트 제101동 제12층 제1207호,2021-11-24,100,배당종결,0,686,686,756,110,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103232/191577.jpg
583,662,2020-7798(1),아파트,서울특별시,노원구,공릉동,725,113동,3.0,304,풍림아파트,서울특별시 노원구 공릉동 725외 2필지 풍림아파트 제113동 제3층 제304호,2021-11-23,100,배당종결,0,790,790,794,101,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/7798/103852.jpg
584,663,2020-3254(1),아파트,서울특별시,동작구,상도동,418,101동,9.0,906,,서울특별시 동작구 상도동 418 쌍용스윗닷홈 제101동 제9층 제906호,2021-11-17,100,배당종결,0,736,736,896,122,8,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/3254/7238.jpg
585,664,2020-111601(1),아파트,서울특별시,구로구,구로동,791-19,,4.0,402,,서울특별시 구로구 구로동 791-19외 2필지 한신빌라 제4층 제402호,2021-11-17,100,배당종결,0,128,128,186,145,5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/111601/138708.jpg
586,665,2020-113553(1),아파트,서울특별시,강서구,화곡동,474-1,,2.0,208,미주아파트,서울특별시 강서구 화곡동 474-1 미주아파트 제2층 제208호,2021-11-17,80,매각,1,180,144,187,104,4,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/113553/37022.jpg
587,666,2021-1947(1),아파트,서울특별시,구로구,구로동,1269,105동,22.0,2207,구로중앙하이츠아파트,서울특별시 구로구 구로동 1269 구로중앙하이츠아파트 제105동 제22층 제2207호,2021-11-17,100,배당종결,0,800,800,896,112,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/1947/142964.jpg
588,667,2020-5488(1),아파트,서울특별시,노원구,중계동,581,201동,3.0,304,성원2차아파트,서울특별시 노원구 중계동 581 성원2차아파트 제201동 제3층 제304호 ,2021-11-17,100,배당종결,0,235,235,269,115,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5488/101087.jpg
